topic_title,date,location,value,disease
covid 19,2025-03,PE,72,COVID-19
covid sintomas,2025-03,PE,55,COVID-19
teste covid,2025-03,PE,54,COVID-19
covid 2025,2025-03,PE,45,COVID-19
sintomas de covid,2025-03,PE,31,COVID-19
teste de covid,2025-03,PE,30,COVID-19
pandemia,2025-03,PE,29,COVID-19
vacinas covid,2025-03,PE,17,COVID-19
pandemia covid 19,2025-03,PE,13,COVID-19
teste covid recife,2025-03,PE,12,COVID-19
vacinação covid,2025-03,PE,10,COVID-19
ivermectina covid,2025-03,PE,10,COVID-19
sintomas covid 2025,2025-03,PE,9,COVID-19
teste de covid recife,2025-03,PE,9,COVID-19
teste de covid farmacia,2025-03,PE,9,COVID-19
dengue,2025-03,PE,9,COVID-19
ivermectina,2025-03,PE,8,COVID-19
teste rapido covid,2025-03,PE,8,COVID-19
sintomas do covid,2025-03,PE,7,COVID-19
vacina covid recife,2025-03,PE,7,COVID-19
sipni covid,2025-03,PE,6,COVID-19
gripe,2025-03,PE,5,COVID-19
cid covid,2025-03,PE,5,COVID-19
sintomas da covid,2025-03,PE,5,COVID-19
"",2020-01,PI,,COVID-19
covid 19,2020-02,PI,100,COVID-19
covid 19,2020-03,PI,100,COVID-19
covid brasil,2020-03,PI,21,COVID-19
covid piaui,2020-03,PI,17,COVID-19
covid 19 brasil,2020-03,PI,15,COVID-19
covid 19 sintomas,2020-03,PI,15,COVID-19
covid 19 piaui,2020-03,PI,12,COVID-19
covid teresina,2020-03,PI,11,COVID-19
covid 19 no brasil,2020-03,PI,8,COVID-19
covid 19 teresina,2020-03,PI,7,COVID-19
covid no piaui,2020-03,PI,7,COVID-19
covid 19 piauí,2020-03,PI,6,COVID-19
covid 19 no piaui,2020-03,PI,6,COVID-19
covid-19 brasil,2020-03,PI,5,COVID-19
covid italia,2020-03,PI,5,COVID-19
casos covid brasil,2020-03,PI,4,COVID-19
sintomas do covid 19,2020-03,PI,4,COVID-19
covid 19 mortes,2020-03,PI,4,COVID-19
covid 19 italia,2020-03,PI,4,COVID-19
covid 19 no piauí,2020-03,PI,3,COVID-19
covid-19 piauí,2020-03,PI,3,COVID-19
covid-19 piaui,2020-03,PI,3,COVID-19
covid 19 em teresina,2020-03,PI,3,COVID-19
covid19 piaui,2020-03,PI,3,COVID-19
casos de covid no brasil,2020-03,PI,3,COVID-19
covid 19 hoje,2020-03,PI,3,COVID-19
covid 19,2020-04,PI,100,COVID-19
covid brasil,2020-04,PI,22,COVID-19
sintomas covid,2020-04,PI,21,COVID-19
piaui covid,2020-04,PI,20,COVID-19
covid 19 sintomas,2020-04,PI,19,COVID-19
covid teresina,2020-04,PI,17,COVID-19
covid no brasil,2020-04,PI,12,COVID-19
covid 19 piaui,2020-04,PI,11,COVID-19
sintomas do covid,2020-04,PI,11,COVID-19
sintomas do covid 19,2020-04,PI,10,COVID-19
covid 19 brasil,2020-04,PI,10,COVID-19
covid piauí,2020-04,PI,9,COVID-19
covid 19 teresina,2020-04,PI,9,COVID-19
covid hoje,2020-04,PI,8,COVID-19
covid no piaui,2020-04,PI,8,COVID-19
sintomas de covid 19,2020-04,PI,7,COVID-19
covid pi,2020-04,PI,7,COVID-19
covid 19 no brasil,2020-04,PI,6,COVID-19
covid em teresina,2020-04,PI,6,COVID-19
covid 19 piauí,2020-04,PI,6,COVID-19
covid mundo,2020-04,PI,5,COVID-19
covid-19 brasil,2020-04,PI,5,COVID-19
covid no piauí,2020-04,PI,5,COVID-19
covid 19 no piaui,2020-04,PI,5,COVID-19
covid-19 piauí,2020-04,PI,4,COVID-19
covid 19,2020-05,PI,100,COVID-19
sintomas covid,2020-05,PI,31,COVID-19
covid brasil,2020-05,PI,25,COVID-19
covid teresina,2020-05,PI,24,COVID-19
sintomas covid 19,2020-05,PI,24,COVID-19
piaui covid,2020-05,PI,23,COVID-19
covid no brasil,2020-05,PI,13,COVID-19
teste covid,2020-05,PI,13,COVID-19
sintomas da covid,2020-05,PI,13,COVID-19
sintomas de covid,2020-05,PI,11,COVID-19
sintomas da covid 19,2020-05,PI,10,COVID-19
vacina covid,2020-05,PI,10,COVID-19
covid 19 teresina,2020-05,PI,10,COVID-19
sintomas do covid,2020-05,PI,10,COVID-19
covid 19 piaui,2020-05,PI,10,COVID-19
covid no piaui,2020-05,PI,9,COVID-19
covid em teresina,2020-05,PI,9,COVID-19
covid pi,2020-05,PI,8,COVID-19
brasil covid 19,2020-05,PI,8,COVID-19
sintomas de covid 19,2020-05,PI,8,COVID-19
covid mundo,2020-05,PI,7,COVID-19
sintomas do covid 19,2020-05,PI,7,COVID-19
covid 19 hoje,2020-05,PI,6,COVID-19
painel covid,2020-05,PI,6,COVID-19
covid 19 no brasil,2020-05,PI,6,COVID-19
covid 19,2020-06,PI,100,COVID-19
covid sintomas,2020-06,PI,47,COVID-19
covid brasil,2020-06,PI,28,COVID-19
teste covid,2020-06,PI,25,COVID-19
piaui covid,2020-06,PI,24,COVID-19
covid 19 sintomas,2020-06,PI,23,COVID-19
sintomas do covid,2020-06,PI,19,COVID-19
sintomas da covid,2020-06,PI,16,COVID-19
sintomas de covid,2020-06,PI,14,COVID-19
covid no brasil,2020-06,PI,14,COVID-19
vacina covid,2020-06,PI,12,COVID-19
sintomas da covid 19,2020-06,PI,12,COVID-19
covid em teresina,2020-06,PI,11,COVID-19
covid piauí,2020-06,PI,10,COVID-19
teste de covid,2020-06,PI,9,COVID-19
covid 19 piaui,2020-06,PI,9,COVID-19
covid 19 teresina,2020-06,PI,9,COVID-19
covid no piaui,2020-06,PI,8,COVID-19
teste rapido covid,2020-06,PI,8,COVID-19
covid 19 brasil,2020-06,PI,8,COVID-19
covid pi,2020-06,PI,8,COVID-19
sintomas do covid 19,2020-06,PI,8,COVID-19
ivermectina covid,2020-06,PI,7,COVID-19
covid mundo,2020-06,PI,7,COVID-19
sintomas de covid 19,2020-06,PI,7,COVID-19
covid 19,2020-07,PI,100,COVID-19
covid sintomas,2020-07,PI,65,COVID-19
piaui covid,2020-07,PI,37,COVID-19
teste covid,2020-07,PI,36,COVID-19
covid teresina,2020-07,PI,33,COVID-19
vacina covid,2020-07,PI,30,COVID-19
covid brasil,2020-07,PI,27,COVID-19
covid 19 sintomas,2020-07,PI,25,COVID-19
sintomas do covid,2020-07,PI,22,COVID-19
sintomas de covid,2020-07,PI,21,COVID-19
sintomas da covid,2020-07,PI,19,COVID-19
covid no brasil,2020-07,PI,14,COVID-19
teste de covid,2020-07,PI,14,COVID-19
covid 19 piaui,2020-07,PI,13,COVID-19
ivermectina covid,2020-07,PI,12,COVID-19
covid no piaui,2020-07,PI,12,COVID-19
sintomas da covid 19,2020-07,PI,12,COVID-19
covid em teresina,2020-07,PI,11,COVID-19
mortes covid,2020-07,PI,11,COVID-19
bolsonaro covid,2020-07,PI,9,COVID-19
sintomas covid-19,2020-07,PI,9,COVID-19
teste rapido covid,2020-07,PI,8,COVID-19
sintomas de covid 19,2020-07,PI,8,COVID-19
covid 19 vacina,2020-07,PI,8,COVID-19
covid 19 teresina,2020-07,PI,7,COVID-19
covid 19,2020-08,PI,100,COVID-19
sintomas covid,2020-08,PI,76,COVID-19
covid piaui,2020-08,PI,42,COVID-19
prevenção covid-19,2020-08,PI,39,COVID-19
covid teresina,2020-08,PI,38,COVID-19
teste covid,2020-08,PI,37,COVID-19
vacina covid,2020-08,PI,35,COVID-19
covid brasil,2020-08,PI,34,COVID-19
sintomas do covid,2020-08,PI,32,COVID-19
sintomas de covid,2020-08,PI,23,COVID-19
sintomas da covid,2020-08,PI,18,COVID-19
covid no brasil,2020-08,PI,15,COVID-19
covid no piaui,2020-08,PI,14,COVID-19
covid 19 piaui,2020-08,PI,13,COVID-19
exame covid,2020-08,PI,13,COVID-19
covid em teresina,2020-08,PI,11,COVID-19
covid pi,2020-08,PI,10,COVID-19
covid mundo,2020-08,PI,10,COVID-19
teste covid teresina,2020-08,PI,9,COVID-19
teste rapido covid,2020-08,PI,8,COVID-19
sintoma covid,2020-08,PI,8,COVID-19
covid 19 vacina,2020-08,PI,7,COVID-19
covid piaui hoje,2020-08,PI,7,COVID-19
sintomas da covid 19,2020-08,PI,7,COVID-19
teste para covid,2020-08,PI,7,COVID-19
covid 19,2020-09,PI,100,COVID-19
sintomas covid,2020-09,PI,76,COVID-19
covid piaui,2020-09,PI,46,COVID-19
sintomas do covid,2020-09,PI,40,COVID-19
covid teresina,2020-09,PI,38,COVID-19
covid brasil,2020-09,PI,36,COVID-19
covid vacina,2020-09,PI,32,COVID-19
sintomas de covid,2020-09,PI,20,COVID-19
sintomas da covid,2020-09,PI,18,COVID-19
covid no brasil,2020-09,PI,18,COVID-19
covid em teresina,2020-09,PI,14,COVID-19
covid 19 piaui,2020-09,PI,12,COVID-19
covid mundo,2020-09,PI,11,COVID-19
sintomas da covid 19,2020-09,PI,9,COVID-19
covid piaui hoje,2020-09,PI,9,COVID-19
covid 19 brasil,2020-09,PI,7,COVID-19
teste rapido covid,2020-09,PI,6,COVID-19
covid no mundo,2020-09,PI,6,COVID-19
quais os sintomas da covid,2020-09,PI,6,COVID-19
mortes covid brasil,2020-09,PI,6,COVID-19
vacina covid 19,2020-09,PI,6,COVID-19
sintomas de covid 19,2020-09,PI,5,COVID-19
sintomas do covid 19,2020-09,PI,5,COVID-19
jogadores do flamengo com covid,2020-09,PI,5,COVID-19
quais os sintomas da covid 19,2020-09,PI,5,COVID-19
covid 19,2020-10,PI,100,COVID-19
sintomas covid,2020-10,PI,96,COVID-19
piaui covid,2020-10,PI,66,COVID-19
sintomas do covid,2020-10,PI,52,COVID-19
covid brasil,2020-10,PI,45,COVID-19
vacina,2020-10,PI,44,COVID-19
vacina covid,2020-10,PI,43,COVID-19
covid teresina,2020-10,PI,42,COVID-19
teste covid,2020-10,PI,41,COVID-19
sintomas de covid,2020-10,PI,27,COVID-19
piauí covid,2020-10,PI,22,COVID-19
covid no brasil,2020-10,PI,22,COVID-19
sintomas da covid,2020-10,PI,21,COVID-19
covid no piaui,2020-10,PI,19,COVID-19
covid 19 piaui,2020-10,PI,15,COVID-19
covid em teresina,2020-10,PI,13,COVID-19
sintoma covid,2020-10,PI,11,COVID-19
covid piaui hoje,2020-10,PI,10,COVID-19
covid no piauí,2020-10,PI,10,COVID-19
sintomas da covid 19,2020-10,PI,8,COVID-19
vacina covid 19,2020-10,PI,8,COVID-19
teste rapido covid,2020-10,PI,7,COVID-19
mortes covid brasil,2020-10,PI,6,COVID-19
pcr covid,2020-10,PI,6,COVID-19
covid no mundo,2020-10,PI,6,COVID-19
covid sintomas,2020-11,PI,100,COVID-19
covid 19,2020-11,PI,84,COVID-19
sintomas do covid,2020-11,PI,54,COVID-19
teste covid,2020-11,PI,38,COVID-19
covid piaui,2020-11,PI,36,COVID-19
vacina covid,2020-11,PI,36,COVID-19
covid brasil,2020-11,PI,34,COVID-19
covid teresina,2020-11,PI,34,COVID-19
sintomas de covid,2020-11,PI,28,COVID-19
sintomas da covid,2020-11,PI,21,COVID-19
covid 19 sintomas,2020-11,PI,17,COVID-19
covid no brasil,2020-11,PI,16,COVID-19
sintoma covid,2020-11,PI,12,COVID-19
sintomas da covid 19,2020-11,PI,9,COVID-19
covid 19 piaui,2020-11,PI,8,COVID-19
covid piaui hoje,2020-11,PI,8,COVID-19
covid no piaui,2020-11,PI,8,COVID-19
teste rapido covid,2020-11,PI,6,COVID-19
vacina covid 19,2020-11,PI,6,COVID-19
mortes covid brasil,2020-11,PI,5,COVID-19
vacina covid brasil,2020-11,PI,5,COVID-19
pcr covid,2020-11,PI,5,COVID-19
sintomas de covid 19,2020-11,PI,5,COVID-19
ubs covid teresina,2020-11,PI,5,COVID-19
dor de cabeça covid,2020-11,PI,5,COVID-19
sintomas covid,2020-12,PI,100,COVID-19
covid 19,2020-12,PI,76,COVID-19
vacina covid,2020-12,PI,57,COVID-19
sintomas do covid,2020-12,PI,52,COVID-19
covid brasil,2020-12,PI,43,COVID-19
teste covid,2020-12,PI,39,COVID-19
covid teresina,2020-12,PI,37,COVID-19
covid piaui,2020-12,PI,34,COVID-19
sintomas de covid,2020-12,PI,27,COVID-19
sintomas da covid,2020-12,PI,20,COVID-19
covid no brasil,2020-12,PI,17,COVID-19
vacina covid brasil,2020-12,PI,13,COVID-19
exame covid,2020-12,PI,13,COVID-19
teste covid teresina,2020-12,PI,12,COVID-19
sintomas da covid 19,2020-12,PI,10,COVID-19
vacina covid 19,2020-12,PI,9,COVID-19
covid no piaui,2020-12,PI,8,COVID-19
teste rapido covid,2020-12,PI,8,COVID-19
covid 19 brasil,2020-12,PI,7,COVID-19
covid 19 piaui,2020-12,PI,6,COVID-19
mortes covid brasil,2020-12,PI,6,COVID-19
quais os sintomas da covid 19,2020-12,PI,6,COVID-19
pcr covid,2020-12,PI,5,COVID-19
ator morre de covid,2020-12,PI,5,COVID-19
vacinas covid,2020-12,PI,5,COVID-19
vacina covid,2021-01,PI,100,COVID-19
covid sintomas,2021-01,PI,69,COVID-19
covid 19,2021-01,PI,69,COVID-19
covid brasil,2021-01,PI,60,COVID-19
covid piaui,2021-01,PI,45,COVID-19
covid teresina,2021-01,PI,38,COVID-19
sintomas do covid,2021-01,PI,37,COVID-19
teste covid,2021-01,PI,27,COVID-19
vacina covid brasil,2021-01,PI,25,COVID-19
covid no brasil,2021-01,PI,20,COVID-19
sintomas de covid,2021-01,PI,18,COVID-19
sintomas da covid,2021-01,PI,17,COVID-19
covid piauí,2021-01,PI,15,COVID-19
covid em teresina,2021-01,PI,14,COVID-19
covid manaus,2021-01,PI,14,COVID-19
covid no piaui,2021-01,PI,12,COVID-19
vacina covid 19,2021-01,PI,10,COVID-19
vacina covid piaui,2021-01,PI,8,COVID-19
sintoma covid,2021-01,PI,7,COVID-19
covid piaui hoje,2021-01,PI,6,COVID-19
covid 19 piaui,2021-01,PI,6,COVID-19
mortes covid brasil,2021-01,PI,6,COVID-19
coronavac,2021-01,PI,6,COVID-19
teste rapido covid,2021-01,PI,5,COVID-19
variante covid,2021-01,PI,4,COVID-19
sintomas covid,2021-02,PI,100,COVID-19
covid 19,2021-02,PI,92,COVID-19
vacina covid,2021-02,PI,70,COVID-19
covid piaui,2021-02,PI,62,COVID-19
covid teresina,2021-02,PI,56,COVID-19
sintomas do covid,2021-02,PI,54,COVID-19
covid brasil,2021-02,PI,50,COVID-19
sintomas de covid,2021-02,PI,27,COVID-19
sintomas da covid,2021-02,PI,25,COVID-19
covid no brasil,2021-02,PI,24,COVID-19
covid no piaui,2021-02,PI,15,COVID-19
covid 19 piaui,2021-02,PI,12,COVID-19
vacina covid brasil,2021-02,PI,9,COVID-19
vacina covid 19,2021-02,PI,9,COVID-19
mortes covid brasil,2021-02,PI,9,COVID-19
vacina covid piaui,2021-02,PI,9,COVID-19
variante covid,2021-02,PI,8,COVID-19
decreto piaui covid,2021-02,PI,8,COVID-19
quais os sintomas da covid,2021-02,PI,7,COVID-19
vacina contra a covid-19,2021-02,PI,6,COVID-19
covid 19 brasil,2021-02,PI,6,COVID-19
covid-19 brasil,2021-02,PI,5,COVID-19
mortes covid mundo,2021-02,PI,5,COVID-19
teste rapido covid,2021-02,PI,4,COVID-19
quais os sintomas da covid 19,2021-02,PI,4,COVID-19
sintomas covid,2021-03,PI,100,COVID-19
covid brasil,2021-03,PI,89,COVID-19
covid 19,2021-03,PI,88,COVID-19
covid teresina,2021-03,PI,77,COVID-19
vacina covid,2021-03,PI,75,COVID-19
covid piaui,2021-03,PI,70,COVID-19
sintomas do covid,2021-03,PI,53,COVID-19
mortes covid,2021-03,PI,50,COVID-19
teste covid,2021-03,PI,45,COVID-19
covid no brasil,2021-03,PI,35,COVID-19
sintomas de covid,2021-03,PI,29,COVID-19
piauí covid,2021-03,PI,28,COVID-19
covid em teresina,2021-03,PI,26,COVID-19
sintomas da covid,2021-03,PI,26,COVID-19
mortes covid brasil,2021-03,PI,25,COVID-19
vacinação covid,2021-03,PI,25,COVID-19
covid mundo,2021-03,PI,23,COVID-19
covid no piaui,2021-03,PI,19,COVID-19
covid pi,2021-03,PI,19,COVID-19
covid brasil hoje,2021-03,PI,19,COVID-19
vacina covid teresina,2021-03,PI,16,COVID-19
covid 19 sintomas,2021-03,PI,16,COVID-19
covid no mundo,2021-03,PI,15,COVID-19
covid piaui hoje,2021-03,PI,12,COVID-19
teste covid teresina,2021-03,PI,12,COVID-19
vacina,2021-04,PI,100,COVID-19
covid sintomas,2021-04,PI,98,COVID-19
covid vacina,2021-04,PI,96,COVID-19
teresina covid,2021-04,PI,88,COVID-19
covid 19,2021-04,PI,87,COVID-19
brasil covid,2021-04,PI,86,COVID-19
piaui covid,2021-04,PI,72,COVID-19
covid hoje,2021-04,PI,52,COVID-19
sintomas do covid,2021-04,PI,47,COVID-19
mortes covid,2021-04,PI,44,COVID-19
teste covid,2021-04,PI,42,COVID-19
covid no brasil,2021-04,PI,32,COVID-19
covid piauí,2021-04,PI,31,COVID-19
sintomas de covid,2021-04,PI,31,COVID-19
covid em teresina,2021-04,PI,28,COVID-19
sintomas da covid,2021-04,PI,26,COVID-19
vacina teresina covid,2021-04,PI,25,COVID-19
vacinação covid teresina,2021-04,PI,22,COVID-19
mortes covid brasil,2021-04,PI,22,COVID-19
covid mundo,2021-04,PI,19,COVID-19
covid no piaui,2021-04,PI,19,COVID-19
teste de covid,2021-04,PI,18,COVID-19
brasil covid hoje,2021-04,PI,16,COVID-19
covid 19 sintomas,2021-04,PI,15,COVID-19
g1 covid,2021-04,PI,15,COVID-19
vacina covid,2021-05,PI,100,COVID-19
covid teresina,2021-05,PI,65,COVID-19
sintomas covid,2021-05,PI,57,COVID-19
covid 19,2021-05,PI,55,COVID-19
brasil covid,2021-05,PI,48,COVID-19
covid piaui,2021-05,PI,40,COVID-19
vacina covid teresina,2021-05,PI,33,COVID-19
sintomas do covid,2021-05,PI,29,COVID-19
teste covid,2021-05,PI,24,COVID-19
vacinação covid,2021-05,PI,24,COVID-19
covid no brasil,2021-05,PI,21,COVID-19
sintomas de covid,2021-05,PI,17,COVID-19
covid piauí,2021-05,PI,17,COVID-19
cpi covid,2021-05,PI,15,COVID-19
sintomas da covid,2021-05,PI,15,COVID-19
covid pi,2021-05,PI,14,COVID-19
vacinação teresina,2021-05,PI,14,COVID-19
vacinação teresina covid,2021-05,PI,13,COVID-19
covid mundo,2021-05,PI,13,COVID-19
mortes covid brasil,2021-05,PI,12,COVID-19
cpi da covid,2021-05,PI,11,COVID-19
vacinas covid,2021-05,PI,11,COVID-19
covid no piaui,2021-05,PI,11,COVID-19
agendamento vacina covid,2021-05,PI,10,COVID-19
comorbidades covid,2021-05,PI,10,COVID-19
vacina,2021-06,PI,100,COVID-19
vacina covid,2021-06,PI,98,COVID-19
covid teresina,2021-06,PI,43,COVID-19
vacina covid perto de mim,2021-06,PI,25,COVID-19
vacina teresina covid,2021-06,PI,23,COVID-19
covid 19,2021-06,PI,22,COVID-19
brasil covid,2021-06,PI,22,COVID-19
covid sintomas,2021-06,PI,21,COVID-19
vacinação covid,2021-06,PI,20,COVID-19
covid piaui,2021-06,PI,18,COVID-19
covid em teresina,2021-06,PI,13,COVID-19
vacinação covid teresina,2021-06,PI,12,COVID-19
teste covid,2021-06,PI,11,COVID-19
sintomas do covid,2021-06,PI,10,COVID-19
covid no brasil,2021-06,PI,9,COVID-19
vacinas,2021-06,PI,9,COVID-19
vacinas covid,2021-06,PI,9,COVID-19
agendamento vacina covid,2021-06,PI,8,COVID-19
sintomas de covid,2021-06,PI,7,COVID-19
cpi covid,2021-06,PI,7,COVID-19
vacina em teresina covid,2021-06,PI,6,COVID-19
cpi da covid,2021-06,PI,6,COVID-19
sintomas da covid,2021-06,PI,5,COVID-19
vacina covid teresina agendamento,2021-06,PI,5,COVID-19
covid no piaui,2021-06,PI,5,COVID-19
vacina,2021-07,PI,100,COVID-19
vacina covid,2021-07,PI,96,COVID-19
vacina teresina covid,2021-07,PI,39,COVID-19
brasil covid,2021-07,PI,30,COVID-19
covid 19,2021-07,PI,28,COVID-19
sintomas covid,2021-07,PI,25,COVID-19
vacinação covid,2021-07,PI,23,COVID-19
covid piaui,2021-07,PI,23,COVID-19
vacina covid agendamento,2021-07,PI,19,COVID-19
vacinação covid teresina,2021-07,PI,14,COVID-19
agendamento covid teresina,2021-07,PI,13,COVID-19
agendar vacina covid,2021-07,PI,12,COVID-19
sintomas do covid,2021-07,PI,12,COVID-19
covid piauí,2021-07,PI,12,COVID-19
covid no brasil,2021-07,PI,12,COVID-19
vacina covid teresina agendamento,2021-07,PI,11,COVID-19
vacina em teresina covid,2021-07,PI,10,COVID-19
vacinas covid,2021-07,PI,9,COVID-19
agendar vacina covid teresina,2021-07,PI,9,COVID-19
cpi covid,2021-07,PI,9,COVID-19
sintomas de covid,2021-07,PI,8,COVID-19
mortes covid brasil,2021-07,PI,7,COVID-19
sintomas da covid,2021-07,PI,7,COVID-19
cpi da covid,2021-07,PI,7,COVID-19
covid brasil hoje,2021-07,PI,6,COVID-19
vacina,2021-08,PI,100,COVID-19
vacina covid,2021-08,PI,100,COVID-19
covid teresina,2021-08,PI,41,COVID-19
vacina teresina covid,2021-08,PI,28,COVID-19
vacina da covid,2021-08,PI,25,COVID-19
vacina covid perto de mim,2021-08,PI,22,COVID-19
agendamento vacina covid,2021-08,PI,17,COVID-19
brasil covid,2021-08,PI,16,COVID-19
covid 19,2021-08,PI,15,COVID-19
vacinação,2021-08,PI,14,COVID-19
vacinação covid,2021-08,PI,13,COVID-19
piaui covid,2021-08,PI,13,COVID-19
sintomas covid,2021-08,PI,11,COVID-19
agendamento covid teresina,2021-08,PI,11,COVID-19
covid em teresina,2021-08,PI,10,COVID-19
vacina covid teresina agendamento,2021-08,PI,10,COVID-19
agendar vacina covid,2021-08,PI,9,COVID-19
vacina em teresina covid,2021-08,PI,7,COVID-19
covid no brasil,2021-08,PI,6,COVID-19
agendar vacina teresina,2021-08,PI,6,COVID-19
vacinas covid,2021-08,PI,5,COVID-19
agendamento da vacina covid,2021-08,PI,5,COVID-19
agendamento da vacina da covid,2021-08,PI,5,COVID-19
sintomas do covid,2021-08,PI,5,COVID-19
vacina da covid em teresina,2021-08,PI,4,COVID-19
vacina covid,2021-09,PI,100,COVID-19
covid teresina,2021-09,PI,46,COVID-19
vacina covid teresina,2021-09,PI,31,COVID-19
covid brasil,2021-09,PI,29,COVID-19
covid piaui,2021-09,PI,22,COVID-19
agendamento vacina,2021-09,PI,21,COVID-19
agendamento vacina covid,2021-09,PI,21,COVID-19
covid no brasil,2021-09,PI,14,COVID-19
agendamento vacina covid teresina,2021-09,PI,11,COVID-19
vacinação teresina,2021-09,PI,9,COVID-19
vacinação covid teresina,2021-09,PI,9,COVID-19
sintomas do covid,2021-09,PI,8,COVID-19
vacinas covid,2021-09,PI,7,COVID-19
agendar vacina covid teresina,2021-09,PI,7,COVID-19
g1 covid,2021-09,PI,7,COVID-19
agendar vacina teresina,2021-09,PI,6,COVID-19
cpi da covid,2021-09,PI,6,COVID-19
mortes covid brasil,2021-09,PI,5,COVID-19
covid no piaui,2021-09,PI,5,COVID-19
covid 19 piaui,2021-09,PI,5,COVID-19
sintomas de covid,2021-09,PI,5,COVID-19
sintomas da covid,2021-09,PI,4,COVID-19
vacina contra covid-19,2021-09,PI,4,COVID-19
cpi da covid ao vivo,2021-09,PI,3,COVID-19
vacina covid brasil,2021-09,PI,3,COVID-19
vacina covid,2021-10,PI,100,COVID-19
covid 19,2021-10,PI,30,COVID-19
covid brasil,2021-10,PI,26,COVID-19
covid piaui,2021-10,PI,25,COVID-19
agendamento vacina covid,2021-10,PI,24,COVID-19
vacinação covid,2021-10,PI,18,COVID-19
covid piauí,2021-10,PI,11,COVID-19
vacinação covid teresina,2021-10,PI,9,COVID-19
covid no brasil,2021-10,PI,8,COVID-19
agendar vacina covid,2021-10,PI,8,COVID-19
g1 covid,2021-10,PI,7,COVID-19
vacina ja,2021-10,PI,7,COVID-19
sintomas de covid,2021-10,PI,7,COVID-19
covid no piaui,2021-10,PI,6,COVID-19
sintomas do covid,2021-10,PI,6,COVID-19
vacina covid 19,2021-10,PI,6,COVID-19
mortes covid brasil,2021-10,PI,6,COVID-19
agendar vacina covid teresina,2021-10,PI,5,COVID-19
sintomas da covid,2021-10,PI,5,COVID-19
teste covid teresina,2021-10,PI,5,COVID-19
vacina da covid em teresina,2021-10,PI,4,COVID-19
covid piaui hoje,2021-10,PI,4,COVID-19
cpi da covid,2021-10,PI,4,COVID-19
covid 19 piaui,2021-10,PI,3,COVID-19
agendamento da vacina covid teresina,2021-10,PI,3,COVID-19
vacina covid,2021-11,PI,100,COVID-19
covid 19,2021-11,PI,48,COVID-19
covid sintomas,2021-11,PI,37,COVID-19
covid piaui,2021-11,PI,33,COVID-19
vacina covid teresina,2021-11,PI,31,COVID-19
agendamento vacina,2021-11,PI,23,COVID-19
agendamento vacina covid,2021-11,PI,21,COVID-19
sintomas do covid,2021-11,PI,18,COVID-19
covid no brasil,2021-11,PI,16,COVID-19
variante covid,2021-11,PI,15,COVID-19
g1 covid,2021-11,PI,14,COVID-19
nova variante covid,2021-11,PI,12,COVID-19
sintomas da covid,2021-11,PI,11,COVID-19
agendamento vacina covid teresina,2021-11,PI,11,COVID-19
covid mundo,2021-11,PI,10,COVID-19
sintomas de covid,2021-11,PI,10,COVID-19
vacinação teresina,2021-11,PI,10,COVID-19
vacinação covid teresina,2021-11,PI,10,COVID-19
covid no piaui,2021-11,PI,9,COVID-19
agendamento da vacina da covid,2021-11,PI,7,COVID-19
mortes covid brasil,2021-11,PI,7,COVID-19
covid no mundo,2021-11,PI,7,COVID-19
covid 19 piaui,2021-11,PI,7,COVID-19
vacina ja,2021-11,PI,5,COVID-19
vacina já,2021-11,PI,5,COVID-19
vacina covid,2021-12,PI,100,COVID-19
covid sintomas,2021-12,PI,46,COVID-19
covid 19,2021-12,PI,43,COVID-19
covid brasil,2021-12,PI,39,COVID-19
covid piaui,2021-12,PI,35,COVID-19
vacina covid teresina,2021-12,PI,25,COVID-19
sintomas do covid,2021-12,PI,23,COVID-19
sintomas da covid,2021-12,PI,12,COVID-19
covid piauí,2021-12,PI,11,COVID-19
agendamento vacina covid,2021-12,PI,11,COVID-19
omicron,2021-12,PI,8,COVID-19
covid 19 piaui,2021-12,PI,8,COVID-19
covid piaui hoje,2021-12,PI,7,COVID-19
mortes covid brasil,2021-12,PI,7,COVID-19
covid no mundo,2021-12,PI,5,COVID-19
conecte sus,2021-12,PI,5,COVID-19
covid eua,2021-12,PI,4,COVID-19
agendamento vacina covid teresina,2021-12,PI,4,COVID-19
certificado de vacinação covid,2021-12,PI,4,COVID-19
sipni covid,2021-12,PI,4,COVID-19
agendar vacina covid teresina,2021-12,PI,3,COVID-19
sintomas h3n2,2021-12,PI,3,COVID-19
covid alemanha,2021-12,PI,2,COVID-19
covid-19 mortes no mundo,2021-12,PI,2,COVID-19
cartao de vacina covid,2021-12,PI,2,COVID-19
vacina covid,2022-01,PI,100,COVID-19
vacina covid perto de mim,2022-01,PI,72,COVID-19
teste covid,2022-01,PI,50,COVID-19
covid teresina,2022-01,PI,45,COVID-19
covid sintomas,2022-01,PI,40,COVID-19
teste de covid,2022-01,PI,23,COVID-19
covid 19,2022-01,PI,21,COVID-19
teste covid teresina,2022-01,PI,20,COVID-19
covid brasil,2022-01,PI,18,COVID-19
sintomas do covid,2022-01,PI,17,COVID-19
sintomas de covid,2022-01,PI,15,COVID-19
covid piaui,2022-01,PI,13,COVID-19
sintomas da covid,2022-01,PI,12,COVID-19
vacina covid teresina,2022-01,PI,11,COVID-19
teste de covid teresina,2022-01,PI,9,COVID-19
exame covid,2022-01,PI,7,COVID-19
covid no brasil,2022-01,PI,6,COVID-19
